0,0,0,0,0
0.3268749999999999,1,1,1,0
0.42000000000000004,0,0,0,0
0.5183333333333334,1,1,1,0
0.6150000000000001,0,0,0,0
0.7183333333333334,1,1,1,0
0.94,0,0,0,1
1.1468749999999999,1,1,1,0
1.24,0,0,0,0
1.3383333333333334,1,1,1,0
1.435,0,0,0,0
1.5383333333333333,1,1,1,0
1.755,0,0,0,1
1.9618749999999998,1,1,1,0
2.0549999999999997,0,0,0,0
2.1533333333333333,1,1,1,0
2.25,0,0,0,0
2.3533333333333335,1,1,1,0
2.545,0,0,0,1
2.7543749999999996,1,1,1,0
2.8474999999999997,0,0,0,0
2.9458333333333333,1,1,1,0
3.0425,0,0,0,0
3.1458333333333335,1,1,1,0
3.3925,0,0,0,1
3.5818749999999997,1,1,1,0
3.675,0,0,0,0
3.7733333333333334,1,1,1,0
3.87,0,0,0,0
3.9733333333333336,1,1,1,0
4.1825,0,0,0,1
4.371874999999999,1,1,1,0
4.465,0,0,0,0
4.5633333333333335,1,1,1,0
4.66,0,0,0,0
4.763333333333334,1,1,1,0
4.9029131652661055,0,0,0,0
4.962704831932773,1,1,1,1
5.068329831932773,0,0,0,0
5.168329831932772,1,1,1,1
5.267079831932773,0,0,0,0
5.362079831932773,0,0,0,1
5.552079831932773,0,0,1,1
5.7745798319327735,0,1,1,1
6.019579831932773,1,1,1,1
6.232079831932773,0,1,1,1
6.432079831932772,0,0,1,1
6.628329831932772,0,0,0,1
6.808831521739131,1,1,1,0
6.90195652173913,0,0,0,0
7.000289855072464,1,1,1,0
7.096956521739131,0,0,0,0
7.200289855072464,1,1,1,0
7.421490683229813,0,0,0,1
7.62883152173913,1,1,1,0
7.721956521739131,0,0,0,0
7.820289855072464,1,1,1,0
7.91695652173913,0,0,0,0
8.020289855072463,1,1,1,0
8.236490683229812,0,0,0,1
8.44383152173913,1,1,1,0
8.53695652173913,0,0,0,0
8.635289855072463,1,1,1,0
8.73195652173913,0,0,0,0
8.835289855072462,1,1,1,0
9.026956521739129,0,0,0,1
9.23633152173913,1,1,1,0
9.329456521739129,0,0,0,0
9.427789855072463,1,1,1,0
9.524456521739129,0,0,0,0
9.627789855072463,1,1,1,0
9.874456521739129,0,0,0,1
10.063831521739129,1,1,1,0
10.15695652173913,0,0,0,0
10.255289855072464,1,1,1,0
10.35195652173913,0,0,0,0
10.455289855072463,1,1,1,0
10.66445652173913,0,0,0,1
10.85383152173913,1,1,1,0
10.94695652173913,0,0,0,0
11.045289855072463,1,1,1,0
11.14195652173913,0,0,0,0
11.245289855072462,1,1,1,0
11.384869687005235,0,0,0,0
11.444661353671902,1,1,1,1
11.550286353671902,0,0,0,0
11.650286353671902,1,1,1,1
11.749036353671903,0,0,0,0
11.842079831932773,0,0,0,1
12.072079831932772,0,0,1,1
12.274579831932773,0,1,1,1
12.459579831932773,1,1,1,1
12.672079831932773,0,1,1,1
12.897079831932771,0,0,1,1
13.088329831932773,0,0,0,1
13.288974993223095,1,0,1,0
13.692965367965368,0,1,0,1
14.08939393939394,1,0,1,0
14.507251082251083,0,1,0,1
14.913203463203464,1,0,1,0
15.316774891774893,0,1,0,1
15.713203463203465,1,0,1,0
16.121536796536798,0,1,0,1
16.52748917748918,1,0,1,0
16.93106060606061,0,1,0,1
17.32748917748918,1,0,1,0
17.74534632034632,0,1,0,1
17.96082251082251,0,0,0,0
18.142965367965363,1,1,1,1
18.26677489177489,0,0,0,0
18.552079831932772,0,0,0,1
18.75707983193277,0,0,1,1
18.954579831932772,0,1,1,1
19.169579831932772,1,1,1,1
19.38207983193277,0,1,1,1
19.58207983193277,0,0,1,1
19.77832983193277,0,0,0,1
20.020928611829348,0,0,0,0
