0,0,0,0,0,0,0,0,0
1.59,0,0,0,0,0,0,0,1
1.99,0,0,0,0,0,0,1,1
2.1843478260869564,0,0,0,0,0,0,0,1
2.38,0,0,0,0,0,0,1,1
2.5753623188405794,0,0,0,0,1,0,0,0
2.760869565217391,0,0,0,0,1,1,0,0
2.934782608695652,0,0,0,0,1,1,1,0
3.1,0,0,0,0,1,1,1,1
3.297826086956522,0,0,0,0,0,0,0,0
3.476086956521739,0,0,0,0,1,1,1,1
3.6456521739130436,0,0,0,0,0,0,0,0
3.8189130434782608,0,0,0,1,0,0,0,1
4.2145652173913035,0,0,1,1,0,0,1,1
4.407391304347826,0,0,0,1,0,0,0,1
4.604483695652173,0,0,1,1,0,0,1,1
4.800158514492754,1,0,0,0,1,0,0,0
4.9845788043478265,1,1,0,0,1,1,0,0
5.159035326086956,1,1,1,0,1,1,1,0
5.32601902173913,1,1,1,1,1,1,1,1
5.522091156126482,0,0,0,0,0,0,0,0
5.701875,1,1,1,1,1,1,1,1
5.870720108695653,0,0,0,0,0,0,0,0
6.09114709851552,0,0,0,0,0,0,0,1
6.49114709851552,0,0,0,0,0,0,1,1
6.685494924602476,0,0,0,0,0,0,0,1
6.88114709851552,0,0,0,0,0,0,1,1
7.076509417356099,0,0,0,0,1,0,0,0
7.26201666373291,0,0,0,0,1,1,0,0
7.435929707211172,0,0,0,0,1,1,1,0
7.601147098515519,0,0,0,0,1,1,1,1
7.798973185472042,0,0,0,0,0,0,0,0
7.977234055037259,0,0,0,0,1,1,1,1
8.146799272428563,0,0,0,0,0,0,0,0
8.345948440104788,1,0,0,0,0,0,0,1
8.739538183694531,1,1,0,0,0,0,1,1
9.112615106771454,1,1,1,0,0,1,1,1
9.475435619591966,1,1,1,1,1,1,1,1
9.836974081130428,1,0,1,0,1,0,1,0
9.916241480397828,0,1,0,1,0,1,0,1
9.994116938273285,1,0,1,0,1,0,1,0
10.073384337540684,0,1,0,1,0,1,0,1
10.148402652559,1,0,1,0,1,0,1,0
10.227670051826399,0,1,0,1,0,1,0,1
10.305545509701856,1,0,1,0,1,0,1,0
10.384812908969256,0,1,0,1,0,1,0,1
10.448402652559,1,0,1,0,1,0,1,0
10.5276700518264,0,1,0,1,0,1,0,1
10.605545509701857,1,0,1,0,1,0,1,0
10.684812908969256,0,1,0,1,0,1,0,1
